redundancy_group,group_size,pdb_id,representative_pdb_id,is_representative,representative_selection_reason,rank,total_peptide_length,mhc_length,binder_lengths,resolution_angstrom,experimental_method
RED00607,1,4L3E,4L3E,yes,singleton,1,631,180,242;199,2.557,X-ray
RED00608,1,2GJ6,2GJ6,yes,singleton,1,632,180,243;200,2.56,X-ray
RED00609,1,6RPA,6RPA,yes,singleton,1,590,180,166;235,2.56,X-ray
RED00610,1,4MJ6,4MJ6,yes,singleton,1,191,180,,2.57,X-ray
RED00611,1,6VQY,6VQY,yes,singleton,1,188,180,,2.57,X-ray
RED00612,1,9NFC,9NFC,yes,singleton,1,415,180,107;118,2.58,EM
RED00613,1,3QEQ,3QEQ,yes,singleton,1,626,180,243;194,2.59,X-ray
RED00614,1,7SR4,7SR4,yes,singleton,1,194,180,,2.59,X-ray
RED00615,1,5VZ5,5VZ5,yes,singleton,1,190,180,,2.5901,X-ray
RED00616,2,3UTT,3UTT,yes,best_resolution,1,633,180,199;244,2.6,X-ray
RED00616,2,3UTS,3UTT,no,best_resolution,2,636,180,246;200,2.712,X-ray
RED00617,1,3KPR,3KPR,yes,singleton,1,631,180,241;201,2.6,X-ray
RED00618,1,7N2N,7N2N,yes,singleton,1,626,180,241;196,2.6,X-ray
RED00619,1,7RTR,7RTR,yes,singleton,1,625,180,197;239,2.6,X-ray
RED00620,1,9YTF,9YTF,yes,singleton,1,622,180,215;218,2.6,EM
RED00621,1,1AO7,1AO7,yes,singleton,1,513,180,209;115,2.6,X-ray
RED00622,1,1HHG,1HHG,yes,singleton,1,189,180,,2.6,X-ray
RED00623,1,2HLA,2HLA,yes,singleton,1,180,180,,2.6,X-ray
RED00624,1,2XPG,2XPG,yes,singleton,1,189,180,,2.6,X-ray
RED00625,1,3HLA,3HLA,yes,singleton,1,180,180,,2.6,X-ray
RED00626,1,3L3K,3L3K,yes,singleton,1,189,180,,2.6,X-ray
RED00627,1,3TO2,3TO2,yes,singleton,1,189,180,,2.6,X-ray
RED00628,2,8RJH,8RJH,yes,greatest_mhc_length,1,189,180,,2.6,X-ray
RED00628,2,8ZV9,8RJH,no,greatest_mhc_length,2,188,179,,2.6,X-ray
RED00629,1,9XMR,9XMR,yes,singleton,1,190,180,,2.6,X-ray
RED00630,1,8GON,8GON,yes,singleton,1,624,180,190;245,2.601,X-ray
RED00631,2,3W0W,3W0W,yes,best_resolution,1,635,180,241;204,2.603,X-ray
RED00631,2,3VXU,3W0W,no,best_resolution,2,630,180,241;199,2.7,X-ray
RED00632,1,5BRZ,5BRZ,yes,singleton,1,627,180,241;197,2.62,X-ray
RED00633,1,7BBG,7BBG,yes,singleton,1,616,180,212;215,2.64,X-ray
RED00634,1,7OW6,7OW6,yes,singleton,1,616,180,181;245,2.64,X-ray
RED00635,1,5IRO,5IRO,yes,singleton,1,291,180,102,2.64,X-ray
RED00636,2,4L3C,4L3C,yes,best_resolution,1,189,180,,2.64,X-ray
RED00636,2,4L29,4L3C,no,best_resolution,2,189,180,,3.09,X-ray
RED00637,2,8TBV,8TBV,yes,best_resolution,1,189,180,,2.64,X-ray
RED00637,2,8U9G,8TBV,no,best_resolution,2,189,180,,2.87,X-ray
RED00638,1,8ES8,8ES8,yes,singleton,1,734,180,287;257,2.65,EM
RED00639,1,6Z9X,6Z9X,yes,singleton,1,188,180,,2.68,X-ray
RED00640,1,5XOV,5XOV,yes,singleton,1,642,180,207;245,2.684,X-ray
RED00641,1,3PWP,3PWP,yes,singleton,1,634,180,200;245,2.69,X-ray
RED00642,1,3QDG,3QDG,yes,singleton,1,631,180,242;199,2.69,X-ray
RED00643,1,2F54,2F54,yes,singleton,1,635,180,241;205,2.7,X-ray
RED00644,1,3H9S,3H9S,yes,singleton,1,634,180,200;245,2.7,X-ray
RED00645,1,3KPS,3KPS,yes,singleton,1,631,180,241;201,2.7,X-ray
RED00646,1,4JFE,4JFE,yes,singleton,1,632,180,245;197,2.7,X-ray
RED00647,1,3MV9,3MV9,yes,singleton,1,632,180,241;200,2.7,X-ray
RED00648,1,7N2Q,7N2Q,yes,singleton,1,628,180,201;238,2.7,X-ray
RED00649,1,2NX5,2NX5,yes,singleton,1,622,180,243;188,2.7,X-ray
RED00650,1,5YXU,5YXU,yes,singleton,1,619,180,239;190,2.7,X-ray
RED00651,1,1CG9,1CG9,yes,singleton,1,189,180,,2.7,X-ray
RED00652,1,4NO0,4NO0,yes,singleton,1,192,180,,2.7,X-ray
RED00653,1,5FDW,5FDW,yes,singleton,1,190,180,,2.7,X-ray
RED00654,1,6SS9,6SS9,yes,singleton,1,189,180,,2.7,X-ray
RED00655,1,6Z9W,6Z9W,yes,singleton,1,189,180,,2.7,X-ray
RED00656,1,8RBU,8RBU,yes,singleton,1,190,180,,2.7,X-ray
RED00657,1,8EN8,8EN8,yes,singleton,1,639,180,205;245,2.70001191123,X-ray
RED00658,1,5MEP,5MEP,yes,singleton,1,189,180,,2.71,X-ray
RED00659,1,7SSH,7SSH,yes,singleton,1,190,180,,2.73,X-ray
RED00660,1,4FTV,4FTV,yes,singleton,1,634,180,200;245,2.74,X-ray
RED00661,1,5NMG,5NMG,yes,singleton,1,631,180,242;200,2.75,X-ray
RED00662,1,6VMA,6VMA,yes,singleton,1,629,180,239;201,2.75,X-ray
RED00663,1,6D7G,6D7G,yes,singleton,1,596,180,198;208,2.75,X-ray
RED00664,1,7JYU,7JYU,yes,singleton,1,190,180,,2.75,X-ray
RED00665,1,4GKN,4GKN,yes,singleton,1,190,180,,2.753,X-ray
RED00666,1,9GV6,9GV6,yes,singleton,1,619,180,245;185,2.77,X-ray
RED00667,1,9QQE,9QQE,yes,singleton,1,593,180,209;195,2.78,EM
RED00668,1,7ST3,7ST3,yes,singleton,1,185,180,,2.78,X-ray
RED00669,1,8GOM,8GOM,yes,singleton,1,624,180,244;191,2.783,X-ray
RED00670,1,5XOT,5XOT,yes,singleton,1,634,180,242;203,2.787,X-ray
RED00671,1,5WWU,5WWU,yes,singleton,1,191,180,,2.794,X-ray
RED00672,1,4I48,4I48,yes,singleton,1,189,180,,2.799,X-ray
RED00673,1,3D3V,3D3V,yes,singleton,1,634,180,200;245,2.8,X-ray
RED00674,1,1QRN,1QRN,yes,singleton,1,632,180,243;200,2.8,X-ray
RED00675,1,1QSE,1QSE,yes,singleton,1,632,180,243;200,2.8,X-ray
RED00676,1,1QSF,1QSF,yes,singleton,1,632,180,243;200,2.8,X-ray
RED00677,1,4JRY,4JRY,yes,singleton,1,636,180,242;201,2.8,X-ray
RED00678,1,3GSN,3GSN,yes,singleton,1,631,180,199;243,2.8,X-ray
RED00679,1,3QDM,3QDM,yes,singleton,1,627,180,242;195,2.8,X-ray
RED00680,1,9D95,9D95,yes,singleton,1,624,180,241;193,2.8,X-ray
RED00681,1,1I1F,1I1F,yes,singleton,1,189,180,,2.8,X-ray
RED00682,1,1I7T,1I7T,yes,singleton,1,189,180,,2.8,X-ray
RED00683,1,2BCK,2BCK,yes,singleton,1,189,180,,2.8,X-ray
RED00684,1,3I6K,3I6K,yes,singleton,1,190,180,,2.8,X-ray
RED00685,1,7EU2,7EU2,yes,singleton,1,189,180,,2.8,X-ray
RED00686,1,8K50,8K50,yes,singleton,1,190,180,,2.8,X-ray
RED00687,1,9WVE,9WVE,yes,singleton,1,190,180,,2.8,X-ray
RED00688,1,9WVF,9WVF,yes,singleton,1,190,180,,2.8,X-ray
RED00689,1,3D39,3D39,yes,singleton,1,634,180,200;245,2.81,X-ray
RED00690,1,5MEN,5MEN,yes,singleton,1,629,180,240;200,2.81,X-ray
RED00691,1,6EQB,6EQB,yes,singleton,1,629,180,196;244,2.81,X-ray
RED00692,1,7N1B,7N1B,yes,singleton,1,189,180,,2.81,X-ray
RED00693,1,7RE8,7RE8,yes,singleton,1,189,180,,2.82,X-ray
RED00694,1,6VMC,6VMC,yes,singleton,1,630,180,240;201,2.85,X-ray
RED00695,1,5WJN,5WJN,yes,singleton,1,190,180,,2.85,X-ray
RED00696,1,5V5M,5V5M,yes,singleton,1,190,180,,2.878,X-ray
RED00697,1,4EUP,4EUP,yes,singleton,1,631,180,201;241,2.88,X-ray
RED00698,1,9O55,9O55,yes,singleton,1,415,180,109;116,2.88,EM
RED00699,1,5INC,5INC,yes,singleton,1,189,180,,2.881,X-ray
RED00700,1,5NMF,5NMF,yes,singleton,1,628,180,239;200,2.89,X-ray
RED00701,1,7R80,7R80,yes,singleton,1,632,180,200;243,2.9,X-ray
RED00702,1,6VM9,6VM9,yes,singleton,1,630,180,240;201,2.9,X-ray
RED00703,1,8EB2,8EB2,yes,singleton,1,621,180,217;215,2.9,X-ray
RED00704,1,3HAE,3HAE,yes,singleton,1,620,180,220;211,2.9,X-ray
RED00705,1,1B0R,1B0R,yes,singleton,1,187,180,,2.9,X-ray
RED00706,1,6G3K,6G3K,yes,singleton,1,190,180,,2.9,X-ray
RED00707,1,5NME,5NME,yes,singleton,1,632,180,242;201,2.94,X-ray
RED00708,1,5WKF,5WKF,yes,singleton,1,632,180,244;198,2.95,X-ray
RED00709,1,5HHO,5HHO,yes,singleton,1,624,180,240;195,2.95,X-ray
RED00710,1,6RSY,6RSY,yes,singleton,1,623,180,192;242,2.95,X-ray
RED00711,1,7JYX,7JYX,yes,singleton,1,191,180,,2.95,X-ray
RED00712,1,7S8R,7S8R,yes,singleton,1,189,180,,2.95,X-ray
RED00713,1,6AT9,6AT9,yes,singleton,1,190,180,,2.9503,X-ray
RED00714,1,6DKP,6DKP,yes,singleton,1,624,180,242;192,2.966,X-ray
RED00715,1,4MJI,4MJI,yes,singleton,1,620,180,240;192,2.99,X-ray
RED00716,1,4QRR,4QRR,yes,singleton,1,633,180,241;203,3.0,X-ray
RED00717,1,7PBE,7PBE,yes,singleton,1,630,180,199;242,3.0,X-ray
RED00718,1,3HG1,3HG1,yes,singleton,1,628,180,194;244,3.0,X-ray
RED00719,1,4QOK,4QOK,yes,singleton,1,628,180,194;244,3.0,X-ray
RED00720,1,8FJA,8FJA,yes,singleton,1,618,180,214;214,3.0,EM
RED00721,1,9BLA,9BLA,yes,singleton,1,452,180,264,3.0,X-ray
RED00722,1,1HHH,1HHH,yes,singleton,1,190,180,,3.0,X-ray
RED00723,1,7T0L,7T0L,yes,singleton,1,189,180,,3.0,X-ray
RED00724,2,8RJ5,8RJ5,yes,best_resolution,1,638,180,245;204,3.02,X-ray
RED00724,2,28IL,8RJ5,no,best_resolution,2,638,180,245;204,3.1,X-ray
RED00725,1,9D73,9D73,yes,singleton,1,615,180,212;214,3.02,EM
RED00726,1,4WUU,4WUU,yes,singleton,1,624,180,212;223,3.047,X-ray
RED00727,1,9K2I,9K2I,yes,singleton,1,634,180,245;200,3.05,X-ray
RED00728,1,6P64,6P64,yes,singleton,1,623,180,245;189,3.05,X-ray
RED00729,1,5HYJ,5HYJ,yes,singleton,1,629,180,246;193,3.06,X-ray
RED00730,1,8FJB,8FJB,yes,singleton,1,610,180,214;207,3.06,EM
RED00731,1,8VR9,8VR9,yes,singleton,1,413,180,117;107,3.06,EM
RED00732,1,7PHR,7PHR,yes,singleton,1,717,180,285;243,3.08,EM
RED00733,1,8K4V,8K4V,yes,singleton,1,190,180,,3.095,X-ray
RED00734,1,3KXF,3KXF,yes,singleton,1,638,180,241;204,3.1,X-ray
RED00735,1,9YW4,9YW4,yes,singleton,1,625,180,241;194,3.1,X-ray
RED00736,1,8UDR,8UDR,yes,singleton,1,620,180,213;217,3.1,EM
RED00737,1,7TUE,7TUE,yes,singleton,1,541,180,361,3.1,X-ray
RED00738,1,9FE1,9FE1,yes,singleton,1,346,180,157,3.1,EM
RED00739,1,3W39,3W39,yes,singleton,1,188,180,,3.1,X-ray
RED00740,1,7L1D,7L1D,yes,singleton,1,623,180,187;247,3.11,X-ray
RED00741,1,6RP9,6RP9,yes,singleton,1,630,180,244;197,3.12,X-ray
RED00742,1,8ESB,8ESB,yes,singleton,1,192,180,,3.12,EM
RED00743,1,8T6M,8T6M,yes,singleton,1,649,180,107;106;126;121,3.14,EM
RED00744,1,5WJL,5WJL,yes,singleton,1,190,180,,3.15,X-ray
RED00745,1,6EQA,6EQA,yes,singleton,1,627,180,194;244,3.16,X-ray
RED00746,1,8DNT,8DNT,yes,singleton,1,630,180,199;242,3.18,X-ray
RED00747,2,5WWI,5WWI,yes,best_resolution,1,191,180,,3.194,X-ray
RED00747,2,5WXD,5WWI,no,best_resolution,2,191,180,,3.295,X-ray
RED00748,1,5WKH,5WKH,yes,singleton,1,632,180,244;198,3.2,X-ray
RED00749,1,5NHT,5NHT,yes,singleton,1,630,180,197;243,3.2,X-ray
RED00750,1,7N6E,7N6E,yes,singleton,1,627,180,239;199,3.2,X-ray
RED00751,1,8YE4,8YE4,yes,singleton,1,610,180,238;183,3.2,X-ray
RED00752,1,2D31,2D31,yes,singleton,1,189,180,,3.2,X-ray
RED00753,1,6EWC,6EWC,yes,singleton,1,189,180,,3.2,X-ray
RED00754,1,9NFB,9NFB,yes,singleton,1,415,180,107;118,3.23,EM
RED00755,1,9QQF,9QQF,yes,singleton,1,379,180,190,3.23,EM
RED00756,1,7Q9B,7Q9B,yes,singleton,1,628,180,245;193,3.24,X-ray
RED00757,1,8ES9,8ES9,yes,singleton,1,728,180,251;287,3.25,EM
RED00758,1,5NQK,5NQK,yes,singleton,1,630,180,197;243,3.25,X-ray
RED00759,1,8VRB,8VRB,yes,singleton,1,413,180,117;106,3.25,EM
RED00760,1,9OBF,9OBF,yes,singleton,1,191,180,,3.25,X-ray
RED00761,1,9YZH,9YZH,yes,singleton,1,191,180,,3.25,X-ray
RED00762,1,8GVI,8GVI,yes,singleton,1,632,180,203;241,3.3,X-ray
RED00763,1,9HKQ,9HKQ,yes,singleton,1,301,180,112,3.3,EM
RED00764,1,5KNM,5KNM,yes,singleton,1,186,180,,3.3,X-ray
RED00765,1,6NCA,6NCA,yes,singleton,1,189,180,,3.30000082539,X-ray
RED00766,1,9D74,9D74,yes,singleton,1,606,180,211;206,3.31,EM
RED00767,1,8RH6,8RH6,yes,singleton,1,190,180,,3.32,X-ray
RED00768,1,7RM4,7RM4,yes,singleton,1,632,180,243;200,3.33,X-ray
RED00769,1,6BJ2,6BJ2,yes,singleton,1,633,180,241;203,3.35,X-ray
RED00770,1,8GVG,8GVG,yes,singleton,1,631,180,240;203,3.37,X-ray
RED00771,1,8ESA,8ESA,yes,singleton,1,192,180,,3.4,EM
RED00772,1,8RRO,8RRO,yes,singleton,1,634,180,202;242,3.5,X-ray
RED00773,1,3DXA,3DXA,yes,singleton,1,633,180,199;244,3.5,X-ray
RED00774,1,9NNF,9NNF,yes,singleton,1,330,180,141,3.8,EM
RED00775,1,8T7R,8T7R,yes,singleton,1,617,180,223;205,3.84,X-ray
RED00776,1,5E6I,5E6I,yes,singleton,1,629,180,201;239,4.0,X-ray
RED00777,1,8E2Z,8E2Z,yes,singleton,1,188,179,,1.13,X-ray
RED00778,1,4U1M,4U1M,yes,singleton,1,188,179,,1.18,X-ray
RED00779,1,9MEF,9MEF,yes,singleton,1,189,179,,1.27,X-ray
RED00780,1,3LN4,3LN4,yes,singleton,1,187,179,,1.296,X-ray
RED00781,1,3SPV,3SPV,yes,singleton,1,187,179,,1.3,X-ray
RED00782,1,4U1J,4U1J,yes,singleton,1,188,179,,1.38,X-ray
RED00783,4,6P2C,6P2C,yes,best_resolution,1,188,179,,1.396,X-ray
RED00783,4,6P27,6P2C,no,best_resolution,2,188,179,,1.593,X-ray
RED00783,4,6P23,6P2C,no,best_resolution,3,188,179,,1.595,X-ray
RED00783,4,6P2S,6P2C,no,best_resolution,4,188,179,,1.65,X-ray
RED00784,1,4QRS,4QRS,yes,singleton,1,188,179,,1.4,X-ray
RED00785,1,4QRT,4QRT,yes,singleton,1,188,179,,1.4,X-ray
RED00786,1,6O53,6O53,yes,singleton,1,189,179,,1.4,X-ray
RED00787,1,9NYN,9NYN,yes,singleton,1,188,179,,1.43,X-ray
RED00788,1,6P2F,6P2F,yes,singleton,1,188,179,,1.482,X-ray
RED00789,1,8E8I,8E8I,yes,singleton,1,187,179,,1.49,X-ray
RED00790,1,6AT5,6AT5,yes,singleton,1,192,179,,1.5,X-ray
RED00791,1,7WJ3,7WJ3,yes,singleton,1,183,179,,1.5634361884,X-ray
RED00792,1,5WMR,5WMR,yes,singleton,1,188,179,,1.58,X-ray
RED00793,1,4U1H,4U1H,yes,singleton,1,188,179,,1.59,X-ray
RED00794,1,3SKO,3SKO,yes,singleton,1,188,179,,1.6,X-ray
RED00795,1,3VRI,3VRI,yes,singleton,1,189,179,,1.6,X-ray
RED00796,1,4QRU,4QRU,yes,singleton,1,188,179,,1.6,X-ray
RED00797,1,5WMP,5WMP,yes,singleton,1,189,179,,1.6,X-ray
RED00798,1,9MDA,9MDA,yes,singleton,1,188,179,,1.6,X-ray
RED00799,1,9F13,9F13,yes,singleton,1,188,179,,1.61,X-ray
RED00800,1,9MEG,9MEG,yes,singleton,1,189,179,,1.61,X-ray
RED00801,1,5WMO,5WMO,yes,singleton,1,188,179,,1.62,X-ray
RED00802,1,3KYO,3KYO,yes,singleton,1,188,179,,1.7,X-ray
RED00803,1,3VCL,3VCL,yes,singleton,1,190,179,,1.7,X-ray
RED00804,1,4QRQ,4QRQ,yes,singleton,1,188,179,,1.7,X-ray
RED00805,1,5EO0,5EO0,yes,singleton,1,188,179,,1.7,X-ray
RED00806,1,6JTO,6JTO,yes,singleton,1,189,179,,1.7,X-ray
RED00807,1,8RNE,8RNE,yes,singleton,1,188,179,,1.71,X-ray
RED00808,1,7P4B,7P4B,yes,singleton,1,188,179,,1.72,X-ray
RED00809,1,5W6A,5W6A,yes,singleton,1,188,179,,1.74,X-ray
RED00810,1,4U1S,4U1S,yes,singleton,1,188,179,,1.76,X-ray
RED00811,1,4U1N,4U1N,yes,singleton,1,188,179,,1.77,X-ray
RED00812,1,7BH8,7BH8,yes,singleton,1,627,179,214;225,1.8,X-ray
RED00813,1,3SKM,3SKM,yes,singleton,1,188,179,,1.8,X-ray
RED00814,1,3X12,3X12,yes,singleton,1,188,179,,1.8,X-ray
RED00815,1,3X13,3X13,yes,singleton,1,188,179,,1.8,X-ray
RED00816,1,7PDW,7PDW,yes,singleton,1,626,179,238;200,1.82,X-ray
RED00817,1,5WMN,5WMN,yes,singleton,1,188,179,,1.82,X-ray
RED00818,1,5EO1,5EO1,yes,singleton,1,188,179,,1.85,X-ray
RED00819,1,8V8Q,8V8Q,yes,singleton,1,188,179,,1.85,X-ray
RED00820,1,5FA3,5FA3,yes,singleton,1,188,179,,1.86,X-ray
RED00821,2,6ULI,6ULI,yes,best_resolution,1,188,179,,1.88,X-ray
RED00821,2,6JTP,6ULI,no,best_resolution,2,188,179,,1.9,X-ray
RED00822,1,7S7F,7S7F,yes,singleton,1,188,179,,1.88,X-ray
RED00823,1,6BJ3,6BJ3,yes,singleton,1,631,179,241;202,1.898,X-ray
RED00824,2,1YDP,1YDP,yes,best_resolution,1,188,179,,1.9,X-ray
RED00824,2,6AEE,1YDP,no,best_resolution,2,188,179,,3.303,X-ray
RED00825,1,3LN5,3LN5,yes,singleton,1,190,179,,1.9,X-ray
RED00826,1,3VRJ,3VRJ,yes,singleton,1,189,179,,1.9,X-ray
RED00827,2,6JTN,6JTN,yes,pdb_id_tiebreak_same_mhc_same_resolution_and_binder_length,1,189,179,,1.9,X-ray
RED00827,2,6ULK,6JTN,no,pdb_id_tiebreak_same_mhc_same_resolution_and_binder_length,2,189,179,,1.9,X-ray
RED00828,1,6UJ7,6UJ7,yes,singleton,1,189,179,,1.9,X-ray
RED00829,1,9L48,9L48,yes,singleton,1,188,179,,1.9,X-ray
RED00830,1,9L4A,9L4A,yes,singleton,1,188,179,,1.9,X-ray
RED00831,1,4U1I,4U1I,yes,singleton,1,188,179,,1.92,X-ray
RED00832,1,7SU9,7SU9,yes,singleton,1,188,179,,1.99,X-ray
RED00833,1,3UPR,3UPR,yes,singleton,1,188,179,,1.999,X-ray
RED00834,1,3X14,3X14,yes,singleton,1,188,179,,2.0,X-ray
RED00835,1,4K7F,4K7F,yes,singleton,1,188,179,,2.0,X-ray
RED00836,1,5U98,5U98,yes,singleton,1,188,179,,2.0,X-ray
RED00837,1,6ULN,6ULN,yes,singleton,1,617,179,189;240,2.01,X-ray
RED00838,1,7PBC,7PBC,yes,singleton,1,629,179,201;240,2.04,X-ray
RED00839,1,7S7E,7S7E,yes,singleton,1,188,179,,2.04,X-ray
RED00840,1,1AGD,1AGD,yes,singleton,1,187,179,,2.05,X-ray
RED00841,1,7P49,7P49,yes,singleton,1,188,179,,2.05,X-ray
RED00842,1,9EK4,9EK4,yes,singleton,1,188,179,,2.05,X-ray
RED00843,1,4U1L,4U1L,yes,singleton,1,188,179,,2.06,X-ray
RED00844,1,4U1K,4U1K,yes,singleton,1,188,179,,2.09,X-ray
RED00845,1,1AGC,1AGC,yes,singleton,1,187,179,,2.1,X-ray
RED00846,1,5EOT,5EOT,yes,singleton,1,190,179,,2.1,X-ray
RED00847,1,6GH1,6GH1,yes,singleton,1,188,179,,2.1,X-ray
RED00848,1,9K2U,9K2U,yes,singleton,1,190,179,,2.1,X-ray
RED00849,1,9EJD,9EJD,yes,singleton,1,188,179,,2.15,X-ray
RED00850,1,6AMU,6AMU,yes,singleton,1,625,179,195;241,2.151,X-ray
RED00851,1,6GH4,6GH4,yes,singleton,1,188,179,,2.16,X-ray
RED00852,1,1AGB,1AGB,yes,singleton,1,187,179,,2.2,X-ray
RED00853,1,1AGF,1AGF,yes,singleton,1,187,179,,2.2,X-ray
RED00854,1,6O9B,6O9B,yes,singleton,1,188,179,,2.2,X-ray
RED00855,1,9K2T,9K2T,yes,singleton,1,189,179,,2.2,X-ray
RED00856,1,8TUH,8TUH,yes,singleton,1,188,179,,2.20010596362,X-ray
RED00857,1,8RLT,8RLT,yes,singleton,1,612,179,240;184,2.25,X-ray
RED00858,1,6UJ8,6UJ8,yes,singleton,1,189,179,,2.25,X-ray
RED00859,1,9NW9,9NW9,yes,singleton,1,628,179,217;223,2.3,X-ray
RED00860,1,1AGE,1AGE,yes,singleton,1,187,179,,2.3,X-ray
RED00861,1,5F7D,5F7D,yes,singleton,1,189,179,,2.3,X-ray
RED00862,1,5W67,5W67,yes,singleton,1,188,179,,2.3,X-ray
RED00863,1,8EO8,8EO8,yes,singleton,1,640,179,246;206,2.30000092477,X-ray
RED00864,1,6IEX,6IEX,yes,singleton,1,189,179,,2.314,X-ray
RED00865,1,5VGD,5VGD,yes,singleton,1,188,179,,2.32,X-ray
RED00866,1,8QFY,8QFY,yes,singleton,1,616,179,187;241,2.33,X-ray
RED00867,1,8RLU,8RLU,yes,singleton,1,617,179,240;189,2.35,X-ray
RED00868,1,5FA4,5FA4,yes,singleton,1,190,179,,2.4,X-ray
RED00869,1,8TUB,8TUB,yes,singleton,1,190,179,,2.4,X-ray
RED00870,1,8V4Z,8V4Z,yes,singleton,1,627,179,242;197,2.40000208775,X-ray
RED00871,1,6O9C,6O9C,yes,singleton,1,188,179,,2.45,X-ray
RED00872,1,7OW3,7OW3,yes,singleton,1,189,179,,2.46,X-ray
RED00873,1,1MI5,1MI5,yes,singleton,1,630,179,241;201,2.5,X-ray
RED00874,1,4PRH,4PRH,yes,singleton,1,632,179,202;240,2.5,X-ray
RED00875,1,9L4I,9L4I,yes,singleton,1,369,179,182,2.5,X-ray
RED00876,2,2DYP,2DYP,yes,best_resolution,1,188,179,,2.5,X-ray
RED00876,2,6K60,2DYP,no,best_resolution,2,188,179,,3.149,X-ray
RED00877,1,3BZF,3BZF,yes,singleton,1,188,179,,2.5,X-ray
RED00878,1,5XS3,5XS3,yes,singleton,1,188,179,,2.5,X-ray
RED00879,1,8ENH,8ENH,yes,singleton,1,638,179,205;245,2.50003195312,X-ray
RED00880,1,6PAG,6PAG,yes,singleton,1,355,179,167,2.501,X-ray
RED00881,1,7DUU,7DUU,yes,singleton,1,384,179,196,2.51,X-ray
RED00882,1,9HLJ,9HLJ,yes,singleton,1,611,179,244;179,2.54,X-ray
RED00883,1,6GHN,6GHN,yes,singleton,1,188,179,,2.542,X-ray
RED00884,1,7NDQ,7NDQ,yes,singleton,1,614,179,241;185,2.551,X-ray
RED00885,1,7OW5,7OW5,yes,singleton,1,626,179,191;246,2.58,X-ray
RED00886,1,6AVG,6AVG,yes,singleton,1,633,179,196;245,2.6,X-ray
RED00887,1,2ESV,2ESV,yes,singleton,1,627,179,240;199,2.6,X-ray
RED00888,1,9BL9,9BL9,yes,singleton,1,462,179,275,2.6,X-ray
RED00889,1,5VGE,5VGE,yes,singleton,1,188,179,,2.6,X-ray
RED00890,1,8RLV,8RLV,yes,singleton,1,612,179,240;184,2.609,X-ray
RED00891,1,6VRM,6VRM,yes,singleton,1,615,179,244;183,2.61,X-ray
RED00892,1,5IUE,5IUE,yes,singleton,1,186,179,,2.62,X-ray
RED00893,1,6GL1,6GL1,yes,singleton,1,188,179,,2.623,X-ray
RED00894,1,7DZN,7DZN,yes,singleton,1,631,179,241;202,2.63,X-ray
RED00895,1,8V50,8V50,yes,singleton,1,627,179,242;197,2.6500177696,X-ray
RED00896,1,9RCV,9RCV,yes,singleton,1,581,179,402,2.7,EM
RED00897,1,1QQD,1QQD,yes,singleton,1,188,179,,2.7,X-ray
RED00898,1,8ESH,8ESH,yes,singleton,1,188,179,,2.72,X-ray
RED00899,1,6GGM,6GGM,yes,singleton,1,188,179,,2.734,X-ray
RED00900,1,3FFC,3FFC,yes,singleton,1,637,179,202;247,2.8,X-ray
RED00901,1,1IM9,1IM9,yes,singleton,1,383,179,195,2.8,X-ray
RED00902,1,1KPR,1KPR,yes,singleton,1,188,179,,2.8,X-ray
RED00903,1,3AM8,3AM8,yes,singleton,1,188,179,,2.8,X-ray
RED00904,1,5W69,5W69,yes,singleton,1,188,179,,2.8,X-ray
RED00905,1,9L47,9L47,yes,singleton,1,188,179,,2.8,X-ray
RED00906,1,4QRP,4QRP,yes,singleton,1,634,179,243;203,2.9,X-ray
RED00907,1,6UJ9,6UJ9,yes,singleton,1,620,179,213;218,2.9,X-ray
RED00908,1,8TMU,8TMU,yes,singleton,1,393,179,204,2.9,X-ray
RED00909,1,8SHI,8SHI,yes,singleton,1,612,179,240;184,2.90001719663,X-ray
RED00910,1,6VQO,6VQO,yes,singleton,1,621,179,193;240,3.0,X-ray
RED00911,1,6TRO,6TRO,yes,singleton,1,620,179,189;242,3.0,X-ray
RED00912,1,1EFX,1EFX,yes,singleton,1,385,179,197,3.0,X-ray
RED00913,1,9L49,9L49,yes,singleton,1,188,179,,3.0,X-ray
RED00914,1,6PA1,6PA1,yes,singleton,1,376,179,188,3.01,X-ray
RED00915,1,6VMX,6VMX,yes,singleton,1,634,179,243;203,3.1,X-ray
RED00916,1,3SJV,3SJV,yes,singleton,1,626,179,241;197,3.1,X-ray
RED00917,1,9L4H,9L4H,yes,singleton,1,367,179,180,3.1,X-ray
RED00918,1,1KTL,1KTL,yes,singleton,1,188,179,,3.1,X-ray
RED00919,1,7STF,7STF,yes,singleton,1,619,179,214;216,3.14,EM
RED00920,1,8GVB,8GVB,yes,singleton,1,605,179,235;183,3.2,X-ray
RED00921,1,7PB2,7PB2,yes,singleton,1,596,179,244;163,3.41,X-ray
RED00922,1,9RWI,9RWI,yes,singleton,1,187,179,,3.45,X-ray
RED00923,1,6UON,6UON,yes,singleton,1,626,179,199;238,3.5,X-ray
RED00924,1,5D2L,5D2L,yes,singleton,1,599,179,226;185,3.511,X-ray
RED00925,2,3CII,3CII,yes,greatest_mhc_length,1,425,179,116;121,4.41,X-ray
RED00925,2,3CDG,3CII,no,greatest_mhc_length,2,426,178,116;123,3.4,X-ray
