pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,organism,gene_name,entry_status,belongs_to,mapped_class,mapped_superclass,binder,ligand
9BL2,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7X1C,A,1,180,A0A678ZMW1,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3MRK,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8ESH,A,1,177,D2KZ37,177,273,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5VWJ,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4PR5,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1X7Q,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3LKP,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6SS8,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RNE,A,1,179,Q59EE1,179,355,"HLA class I histocompatibility antigen, E alpha chain variant",Homo sapiens,HLA-E,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
3VXO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VB4,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7SR3,A,114,293,A0A6S7XV52,180,365,MHC class I antigen,Homo sapiens,HLA-A_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
6VIU,A,1,180,F4NBQ8,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3MRE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
9DL1,F,1,180,A0A5B8RNS7,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2AXG,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3QZW,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6AT5,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3TO2,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1MI5,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
3FQR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7YG3,A,1,180,F4NBP7,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8XKE,A,1,180,A0A0G2JL56,180,394,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3KPQ,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6VQZ,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6MT5,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3KYO,A,1,179,P17693,179,338,"HLA class I histocompatibility antigen, alpha chain G",Homo sapiens,HLA-G,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
1K5N,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4JFD,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7MLE,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7N2P,A,1,180,A3F718,180,296,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6EQA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3MRF,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8EMF,A,1,180,F4NBT2,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3DX6,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3MRR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3VXR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3MYJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7SR4,A,112,291,A0A6S7XV52,180,365,MHC class I antigen,Homo sapiens,HLA-A_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
3MRD,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5MEO,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7XF3,A,1,180,D9J307,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5VUD,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5T6Z,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
7N1A,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1AGB,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6O51,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3AM8,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
5EU5,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6BJ3,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
5NMH,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2FZ3,A,1,180,O19626,180,322,HLA-B35,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VQY,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6TDO,A,1,180,F6IQS1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2V2X,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6RPB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5EO0,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3QDM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8RNF,A,1,179,Q59EE1,179,355,"HLA class I histocompatibility antigen, E alpha chain variant",Homo sapiens,HLA-E,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
4L3E,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3MRN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4HX1,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6JTO,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4NT6,A,3,180,P10321,178,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3GIV,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4WU7,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6VMC,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1AGC,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6AVG,G,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
3SPV,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3D25,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4U1M,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4PRI,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5C0J,A,2,181,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1DUZ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1A1O,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6V2Q,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7OW3,A,1,179,A0A583ZB34,179,371,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7TUC,A,1,180,D5H3J5,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5C0A,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8V51,A,1,180,O19626,180,322,HLA-B35,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8RJH,A,1,180,A0A411J078,180,342,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1TVB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2GIT,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5F7D,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7TLT,A,1,180,B0UXQ0,180,365,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5YXN,C,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3VFW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3MRI,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2GT9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6ULN,A,1,179,C1K0Y1,179,366,HLA class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5BS0,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6PYJ,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1IM3,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3I6K,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2H6P,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3VFT,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6D7G,A,111,290,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A_SC,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,yes,yes
7R7V,A,1,180,S6BVK3,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8FJA,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7M8U,A,1,180,Q546I9,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4PRP,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7M8S,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8FRT,A,115,294,O78126,180,362,MHC class I HLA-A,Homo sapiens,HLA-A_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
3SKO,A,1,176,P01889,176,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3DX7,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1XH3,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3X14,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3BW9,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5KNM,A,1,180,P30511,180,346,"HLA class I histocompatibility antigen, alpha chain F",Homo sapiens,HLA-F,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
7SIG,A,1,180,Q546I9,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5C0G,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2YPL,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
5U98,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2V2W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5NQK,H,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6PTB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2GTZ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5WXD,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
9BLA,A,1,180,A0A411J078,180,342,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4NNX,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8EMI,A,1,180,F4NBT2,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5WWI,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7X00,A,1,180,F4NC28,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5NHT,H,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7UR1,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3L3G,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3BGM,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4NO2,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6UK4,A,1,180,U5YJP1,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7L1B,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
