pdb_id,new_chain,original_chain,uniprot_id,gene_name,uniprot_name,organism,classification
7LLJ,D,L,GO_FALLBACK,Missing entry,T cell receptor delta variable 3,Homo sapiens,T cell receptor delta variable 3
7N1E,E,E,GO_FALLBACK,Missing entry,pRLQ3 T cell receptor beta chain,Homo sapiens,pRLQ3 T cell receptor beta chain
7C9V,C,B-6,GO_FALLBACK,Missing entry,VP2,Echovirus E30,VP2
7C9V,B,A-6,GO_FALLBACK,Missing entry,VP1,Echovirus E30,VP1
7N1F,D,D,GO_FALLBACK,Missing entry,pYLQ7 T cell receptor alpha chain,Homo sapiens,pYLQ7 T cell receptor alpha chain
7DUU,D,D,P43631,KIR2DS2,Killer cell immunoglobulin-like receptor 2DS2,Homo sapiens,KIR2DS2
7C9V,D,C-6,GO_FALLBACK,Missing entry,VP3,Echovirus E30,VP3
7N1E,D,D,GO_FALLBACK,Missing entry,pRLQ3 T cell receptor alpha chain,Homo sapiens,pRLQ3 T cell receptor alpha chain
7N1F,E,E,GO_FALLBACK,Missing entry,pYLQ7 T cell receptor beta chain,Homo sapiens,pYLQ7 T cell receptor beta chain
7N2N,D,D,GO_FALLBACK,Missing entry,T cell receptor alpha chain,Homo sapiens,T cell receptor alpha chain
7N2N,E,F,GO_FALLBACK,Missing entry,T cell receptor beta chain,Homo sapiens,T cell receptor beta chain
7N2O,D,D,GO_FALLBACK,Missing entry,T-cell receptor alpha chain,Homo sapiens,T-cell receptor alpha chain
7FI5,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7FI6,C,B,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7N2O,E,F,GO_FALLBACK,Missing entry,T-cell receptor beta chain,Homo sapiens,T-cell receptor beta chain
7N2P,D,D,GO_FALLBACK,Missing entry,AS4.3 T cell receptor alpha chain,Homo sapiens,AS4.3 T cell receptor alpha chain
7N2P,E,F,GO_FALLBACK,Missing entry,AS4.3 T cell receptor beta chain,Homo sapiens,AS4.3 T cell receptor beta chain
7FI7,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7FI6,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7FI5,C,B,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7FI8,C,B,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7FI7,C,B,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7K80,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
7N2Q,D,D,GO_FALLBACK,Missing entry,AS4.3 T cell receptor alpha chain,Homo sapiens,AS4.3 T cell receptor alpha chain
7N2Q,E,F,GO_FALLBACK,Missing entry,AS4.3 T cell receptor beta chain,Homo sapiens,AS4.3 T cell receptor beta chain
7FI8,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7K81,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
7N2R,D,D,GO_FALLBACK,Missing entry,AS4.3 T cell receptor alpha chain,Homo sapiens,AS4.3 T cell receptor alpha chain
7N2R,E,F,GO_FALLBACK,Missing entry,AS4.3 T cell receptor beta chain,Homo sapiens,AS4.3 T cell receptor beta chain
7N2S,D,D,GO_FALLBACK,Missing entry,T cell receptor alpha chain,Homo sapiens,T cell receptor alpha chain
7N6E,D,I,GO_FALLBACK,Missing entry,TRAV12-1 TCR-alpha,Homo sapiens,TRAV12-1 TCR-alpha
7N2S,E,F,GO_FALLBACK,Missing entry,T cell receptor beta chain,Homo sapiens,T cell receptor beta chain
7FI9,C,B,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7LLI,C,K,A0A0C4DH27,TRGV8,T cell receptor gamma variable 8,Homo sapiens,TRGV8
7N6E,E,J,GO_FALLBACK,Missing entry,TRBV19 TCR beta,Homo sapiens,TRBV19 TCR beta
7LLI,D,L,A0JD37,TRDV3,T cell receptor delta variable 3,Homo sapiens,TRDV3
7FI9,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
7NME,D,D,GO_FALLBACK,Missing entry,"4C6 Human T-cell Receptor, alpha Chain",Homo sapiens,"4C6 Human T-cell Receptor, alpha Chain"
7NME,E,E,GO_FALLBACK,Missing entry,"4C6 Human T-cell Receptor, beta Chain",Homo sapiens,"4C6 Human T-cell Receptor, beta Chain"
7NMF,D,D,GO_FALLBACK,Missing entry,"Human T-cell Receptor 4C6, alpha Chain",Homo sapiens,"Human T-cell Receptor 4C6, alpha Chain"
7NMF,E,E,GO_FALLBACK,Missing entry,"Human T-cell Receptor 4C6, beta Chain",Homo sapiens,"Human T-cell Receptor 4C6, beta Chain"
7NMG,D,D,GO_FALLBACK,Missing entry,"Human 4C6 T-cell Receptor, alpha Chain",Homo sapiens,"Human 4C6 T-cell Receptor, alpha Chain"
7Q9B,E,EEE,GO_FALLBACK,Missing entry,"Human T Cell Receptor Mel8, Beta Chain",Homo sapiens,"Human T Cell Receptor Mel8, Beta Chain"
7NMG,E,E,GO_FALLBACK,Missing entry,"Human 4C6 T-cell Receptor, beta Chain",Homo sapiens,"Human 4C6 T-cell Receptor, beta Chain"
7OW5,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7OW5,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7OW6,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7OW6,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7PB2,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7PB2,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7PBC,B,AAA,GO_FALLBACK,Missing entry,T-cell receptor (TRAV/TRAC),Homo sapiens,T-cell receptor (TRAV/TRAC)
7PBC,C,BBB,GO_FALLBACK,Missing entry,T-cell receptor (TRBV/TRBC),Homo sapiens,T-cell receptor (TRBV/TRBC)
7PBE,D,D,GO_FALLBACK,Missing entry,"Human T-cell Receptor YLQ36, alpha chain",Homo sapiens,"Human T-cell Receptor YLQ36, alpha chain"
7PBE,E,E,GO_FALLBACK,Missing entry,"Human T-cell Receptor YLQ36, beta chain",Homo sapiens,"Human T-cell Receptor YLQ36, beta chain"
7PDW,B,AAA,GO_FALLBACK,Missing entry,T-cell receptor alpha chain (TRAV/TRAC),Homo sapiens,T-cell receptor alpha chain (TRAV/TRAC)
7PDW,C,BBB,GO_FALLBACK,Missing entry,T-cell receptor beta chain (TRBV/TRBC),Homo sapiens,T-cell receptor beta chain (TRBV/TRBC)
7PHR,B,A,GO_FALLBACK,Missing entry,T-cell receptor alpha chain,Homo sapiens,T-cell receptor alpha chain
7PHR,C,B,GO_FALLBACK,Missing entry,T-cell receptor beta chain,Homo sapiens,T-cell receptor beta chain
7Q99,E,E,GO_FALLBACK,Missing entry,"Mel5 Human TCR, beta chain",Homo sapiens,"Mel5 Human TCR, beta chain"
7Q9A,D,D,GO_FALLBACK,Missing entry,"Human Mel5 T Cell Receptor, Alpha Chain",Homo sapiens,"Human Mel5 T Cell Receptor, Alpha Chain"
7Q9A,E,E,GO_FALLBACK,Missing entry,"Human Mel5 T Cell Receptor, Beta Chain",Homo sapiens,"Human Mel5 T Cell Receptor, Beta Chain"
7Q9B,D,DDD,GO_FALLBACK,Missing entry,"Human T Cell Receptor Mel8, Alpha Chain",Homo sapiens,"Human T Cell Receptor Mel8, Alpha Chain"
7Q99,D,D,GO_FALLBACK,Missing entry,"Mel5 Human TCR, alpha chain",Homo sapiens,"Mel5 Human TCR, alpha chain"
7QPJ,B,A,GO_FALLBACK,Missing entry,T-cell receptor alpha chain,Homo sapiens,T-cell receptor alpha chain
7QPJ,C,B,GO_FALLBACK,Missing entry,T-cell receptor beta chain,Homo sapiens,T-cell receptor beta chain
7R80,B,A,GO_FALLBACK,Missing entry,Alpha chain of C3 TCR,Homo sapiens,Alpha chain of C3 TCR
7R80,C,B,GO_FALLBACK,Missing entry,Beta Chain of C3 TCR,Homo sapiens,Beta Chain of C3 TCR
7RE7,D,I-2,GO_FALLBACK,Missing entry,Fab heavy chain,Homo sapiens,Fab heavy chain
7RE7,E,J-2,GO_FALLBACK,Missing entry,Fab light chain,Homo sapiens,Fab light chain
7RK7,D,D,GO_FALLBACK,Missing entry,TIL1383i (h3T) T cell receptor alpha chain,Homo sapiens,TIL1383i (h3T) T cell receptor alpha chain
7RK7,E,E,GO_FALLBACK,Missing entry,TIL1383i (h3T) T cell receptor beta chain,Homo sapiens,TIL1383i (h3T) T cell receptor beta chain
7RM4,D,D,GO_FALLBACK,Missing entry,6-11 T cell receptor beta chain,Homo sapiens,6-11 T cell receptor beta chain
7RRG,D,D-2,GO_FALLBACK,Missing entry,"T cell receptor, alpha chain",Homo sapiens,"T cell receptor, alpha chain"
7RRG,E,E-2,GO_FALLBACK,Missing entry,"T cell receptor, beta chain",Homo sapiens,"T cell receptor, beta chain"
7RTR,D,D,GO_FALLBACK,Missing entry,YLQ-SG3 TCR alpha chain (TRAV12-2),Homo sapiens,YLQ-SG3 TCR alpha chain (TRAV12-2)
7RTR,E,E,GO_FALLBACK,Missing entry,YLQ-SG3 TCR beta chain (TRBV7-9),Homo sapiens,YLQ-SG3 TCR beta chain (TRBV7-9)
7RM4,E,E,GO_FALLBACK,Missing entry,6-11 T cell receptor alpha chain,Homo sapiens,6-11 T cell receptor alpha chain
7Q15,C,E,P01857,IGHG1,Immunoglobulin heavy constant gamma 1,Homo sapiens,IGHG1
7STF,D,H,GO_FALLBACK,Missing entry,"IgG, Fab Heavy Chain V2",Homo sapiens,"IgG, Fab Heavy Chain V2"
7STF,E,L,GO_FALLBACK,Missing entry,"IgG, Fab Light Chain V2",Homo sapiens,"IgG, Fab Light Chain V2"
7TR4,C,H,GO_FALLBACK,Missing entry,Light chain,Homo sapiens,Light chain
7TR4,D,L,GO_FALLBACK,Missing entry,Heavy chain,Homo sapiens,Heavy chain
7QPD,F,T,O15533,TAPBP,Tapasin,Homo sapiens,TAPBP
7UFJ,C,G,GO_FALLBACK,Missing entry,MAIT T-cell receptor alpha chain,Homo sapiens,MAIT T-cell receptor alpha chain
7UFJ,D,H,GO_FALLBACK,Missing entry,MAIT T-cell receptor beta chain,Homo sapiens,MAIT T-cell receptor beta chain
7ZT2,C,D,GO_FALLBACK,Missing entry,E8 TCR Alpha,Homo sapiens,E8 TCR Alpha
7ZT2,D,E,GO_FALLBACK,Missing entry,E8 TCR beta,Homo sapiens,E8 TCR beta
7ZT3,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7ZT3,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7ZT4,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7ZT4,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7ZT5,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7ZT5,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7ZT7,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7ZT7,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7ZT8,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7NDQ,D,DDD,GO_FALLBACK,Missing entry,"TCR Gag:02-alpha,TCR Gag:02-alpha,TCR Gag:02-alpha",Homo sapiens,"TCR Gag:02-alpha,TCR Gag:02-alpha,TCR Gag:02-alpha"
7ZT8,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7ZT9,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
7TUE,C,D,O15533,TAPBP,Tapasin,Homo sapiens,TAPBP
7NDT,D,DDD,GO_FALLBACK,Missing entry,"T cell receptor alpha variable 26-1,T cell receptor alpha joining 37,T cell receptor alpha chain constant",Homo sapiens,"T cell receptor alpha variable 26-1,T cell receptor alpha joining 37,T cell receptor alpha chain constant"
7ZT9,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
7NDQ,E,EEE,GO_FALLBACK,Missing entry,"T cell receptor beta variable 7-9,M1-specific T cell receptor beta chain,T cell receptor beta variable 7-9,M1-specific T cell receptor beta chain,T cell receptor beta variable 7-9,M1-specific T cell receptor beta chain",Homo sapiens,"T cell receptor beta variable 7-9,M1-specific T cell receptor beta chain,T cell receptor beta variable 7-9,M1-specific T cell receptor beta chain,T cell receptor beta variable 7-9,M1-specific T cell receptor beta chain"
8CX4,D,D,GO_FALLBACK,Missing entry,AS8.4a,Homo sapiens,AS8.4a
8CX4,E,F,GO_FALLBACK,Missing entry,AS8.4b,Homo sapiens,AS8.4b
7NDT,E,EEE,GO_FALLBACK,Missing entry,"T cell receptor beta variable 14,T cell receptor beta joining 2-3,T cell receptor beta constant 2",Homo sapiens,"T cell receptor beta variable 14,T cell receptor beta joining 2-3,T cell receptor beta constant 2"
7XXA,C,A-39,GO_FALLBACK,Missing entry,VP1,Echovirus E18,VP1
8DNT,B,A,GO_FALLBACK,Missing entry,T-cell receptor alpha chain,Homo sapiens,T-cell receptor alpha chain
8DNT,C,B,GO_FALLBACK,Missing entry,T-cell receptor beta chain,Homo sapiens,T-cell receptor beta chain
8EB2,D,K,GO_FALLBACK,Missing entry,PA2.1 Fab Heavy Chain,Homo sapiens,PA2.1 Fab Heavy Chain
7NDU,D,DDD,GO_FALLBACK,Missing entry,"T cell receptor alpha variable 4,T cell receptor alpha joining 23,M1-specific T cell receptor alpha chain",Homo sapiens,"T cell receptor alpha variable 4,T cell receptor alpha joining 23,M1-specific T cell receptor alpha chain"
7XXA,D,B-38,GO_FALLBACK,Missing entry,VP2,Echovirus E18,VP2
8EB2,E,M,GO_FALLBACK,Missing entry,PA2.1 Fab Light Chain,Homo sapiens,PA2.1 Fab Light Chain
8EK5,D,E,GO_FALLBACK,Missing entry,10LH single chain fragment variable (scFv),Homo sapiens,10LH single chain fragment variable (scFv)
8EN8,D,D,GO_FALLBACK,Missing entry,3180 TCR alpha chain,Homo sapiens,3180 TCR alpha chain
7NDU,E,EEE,GO_FALLBACK,Missing entry,"T cell receptor beta variable 7-9,T cell receptor beta joining 1-2,Human nkt tcr beta chain",Homo sapiens,"T cell receptor beta variable 7-9,T cell receptor beta joining 1-2,Human nkt tcr beta chain"
7XXA,F,C-39,GO_FALLBACK,Missing entry,VP3,Echovirus E18,VP3
8EN8,E,E,GO_FALLBACK,Missing entry,3180 TCR beta chain,Homo sapiens,3180 TCR beta chain
8ENH,D,D,GO_FALLBACK,Missing entry,3180 TCR alpha chain,Homo sapiens,3180 TCR alpha chain
7XXA,B,A-38,GO_FALLBACK,Missing entry,VP1,Echovirus E18,VP1
8ENH,E,E,GO_FALLBACK,Missing entry,3180 TCR alpha chain,Homo sapiens,3180 TCR alpha chain
7RYM,C,C,GO_FALLBACK,Missing entry,"T cell receptor gamma variable 4,T cell receptor beta constant 1",Homo sapiens,"T cell receptor gamma variable 4,T cell receptor beta constant 1"
8EO8,E,E,GO_FALLBACK,Missing entry,3180 beta chain,Homo sapiens,3180 beta chain
7RYO,C,C,GO_FALLBACK,Missing entry,"T cell receptor gamma variable 4,T cell receptor beta constant 1",Homo sapiens,"T cell receptor gamma variable 4,T cell receptor beta constant 1"
8ES8,B,A,GO_FALLBACK,Missing entry,PN45545 TCR alpha chain,Homo sapiens,PN45545 TCR alpha chain
8ES8,C,B,GO_FALLBACK,Missing entry,PN45545 TCR beta chain,Homo sapiens,PN45545 TCR beta chain
8F5A,C,C,GO_FALLBACK,Missing entry,KS1 TCR alpha chain,Homo sapiens,KS1 TCR alpha chain
8F5A,D,D,GO_FALLBACK,Missing entry,KS1 TCR beta chain,Homo sapiens,KS1 TCR beta chain
8FJA,D,D,GO_FALLBACK,Missing entry,REGN6972 Fab light chain,Homo sapiens,REGN6972 Fab light chain
8EO8,D,D,GO_FALLBACK,Missing entry,3180 alpha chain,Homo sapiens,3180 alpha chain
8FJA,E,E,GO_FALLBACK,Missing entry,REGN6972 Fab heavy chain,Homo sapiens,REGN6972 Fab heavy chain
8C44,B,A,GO_FALLBACK,Missing entry,PfEMP1,Plasmodium falciparum HB3,PfEMP1
8FJB,E,E,GO_FALLBACK,Missing entry,H2aM31345N Fab heavy chain,Homo sapiens,H2aM31345N Fab heavy chain
8FJB,D,D,GO_FALLBACK,Missing entry,H2aM31345N Fab light chain,Homo sapiens,H2aM31345N Fab light chain
8GOM,D,D,GO_FALLBACK,Missing entry,SARS-CoV-2 specific private TCR RLQ7 alpha,Homo sapiens,SARS-CoV-2 specific private TCR RLQ7 alpha
8GOM,E,E,GO_FALLBACK,Missing entry,SARS-CoV-2 specific private TCR RLQ7 beta,Homo sapiens,SARS-CoV-2 specific private TCR RLQ7 beta
8GON,D,D,GO_FALLBACK,Missing entry,SARS-CoV-2 specific private TCR RLQ7 alpha,Homo sapiens,SARS-CoV-2 specific private TCR RLQ7 alpha
8GON,E,E,GO_FALLBACK,Missing entry,SARS-CoV-2 specific private TCR RLQ7 beta,Homo sapiens,SARS-CoV-2 specific private TCR RLQ7 beta
8GVB,B,A,GO_FALLBACK,Missing entry,TD08 TCR alpha chain,Homo sapiens,TD08 TCR alpha chain
8GVB,C,B,GO_FALLBACK,Missing entry,TD08 TCR beta chain,Homo sapiens,TD08 TCR beta chain
8GVG,B,A,GO_FALLBACK,Missing entry,TD08 TCR alpha chain,Homo sapiens,TD08 TCR alpha chain
8GVG,C,B,GO_FALLBACK,Missing entry,TD08 TCR beta chain,Homo sapiens,TD08 TCR beta chain
8GVI,B,A,GO_FALLBACK,Missing entry,H25-11 TCR alpha chain,Homo sapiens,H25-11 TCR alpha chain
8GVI,C,B,GO_FALLBACK,Missing entry,H25-11 TCR beta chain,Homo sapiens,H25-11 TCR beta chain
8QFY,D,DDD,GO_FALLBACK,Missing entry,T-cell receptor alpha chain,Homo sapiens,T-cell receptor alpha chain
8QFY,E,EEE,GO_FALLBACK,Missing entry,T-cell receptor beta chain,Homo sapiens,T-cell receptor beta chain
8RJ5,D,D,GO_FALLBACK,Missing entry,P1-15 T-cell Receptor Alpha Chain,Homo sapiens,P1-15 T-cell Receptor Alpha Chain
8RJ5,E,E,GO_FALLBACK,Missing entry,P1-15 T-cell Receptor Beta Chain,Homo sapiens,P1-15 T-cell Receptor Beta Chain
8RWB,C,H,GO_FALLBACK,Missing entry,Heavy chain,synthetic construct,Heavy chain
8RWB,D,L,GO_FALLBACK,Missing entry,Light chain,synthetic construct,Light chain
8RYM,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
8RYM,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
8RYN,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
8RYO,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
8RYO,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
8RYN,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
8RYP,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
8RYP,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
8RYQ,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
8RYQ,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
8SGB,C,C,GO_FALLBACK,Missing entry,Natural Killer T cell receptor TRAV26A-2 alpha chain,Homo sapiens,Natural Killer T cell receptor TRAV26A-2 alpha chain
8SGM,C,C,GO_FALLBACK,Missing entry,Natural killer T cell receptor TRAV26-2,Homo sapiens,Natural killer T cell receptor TRAV26-2
8SGM,D,D,GO_FALLBACK,Missing entry,Natural killer T cell receptor TRBV19 beta chain,Homo sapiens,Natural killer T cell receptor TRBV19 beta chain
8SGB,D,D,GO_FALLBACK,Missing entry,Natural Killer T cell receptor TRBV19 beta chain,Homo sapiens,Natural Killer T cell receptor TRBV19 beta chain
8SHI,D,G,GO_FALLBACK,Missing entry,T cell receptor alpha,Homo sapiens,T cell receptor alpha
8SHI,E,H,GO_FALLBACK,Missing entry,T cell receptor beta,Homo sapiens,T cell receptor beta
8SOS,D,G-2,GO_FALLBACK,Missing entry,Nanobody VHH ID17,Lama glama,Nanobody VHH ID17
8T6M,B,A,GO_FALLBACK,Missing entry,JTK191b_M07_Light,Homo sapiens,JTK191b_M07_Light
8T6M,C,B,GO_FALLBACK,Missing entry,JTK191b_M07_Fab,Homo sapiens,JTK191b_M07_Fab
8T6M,D,C,GO_FALLBACK,Missing entry,JTK191b_L02_Light,Homo sapiens,JTK191b_L02_Light
8T6M,E,D,GO_FALLBACK,Missing entry,JTK191b_L02_Fab,Homo sapiens,JTK191b_L02_Fab
8T7R,H,g,GO_FALLBACK,Missing entry,Light chain from antibody JTK191b E07,Homo sapiens,Light chain from antibody JTK191b E07
8RRO,B,A,P01848,TRAC,T cell receptor alpha chain constant,Homo sapiens,TRAC
8RRO,C,B,P01850,TRBC1,T cell receptor beta constant 1,Homo sapiens,TRBC1
8T7R,I,h,GO_FALLBACK,Missing entry,Fab heavy chain from antibody JTK191b E07,Homo sapiens,Fab heavy chain from antibody JTK191b E07
8TNJ,B,C,GO_FALLBACK,Missing entry,B.8 Fab light chain,Homo sapiens,B.8 Fab light chain
8TNJ,C,D,GO_FALLBACK,Missing entry,B.8 Fab heavy chain,Homo sapiens,B.8 Fab heavy chain
8UDR,D,D,GO_FALLBACK,Missing entry,P1B7 Heavy Chain,Homo sapiens,P1B7 Heavy Chain
8UDR,E,E,GO_FALLBACK,Missing entry,P1B7 Light Chain,Homo sapiens,P1B7 Light Chain
8V4Z,E,E,GO_FALLBACK,Missing entry,D1 TCR beta chain,Homo sapiens,D1 TCR beta chain
8V4Z,D,D,GO_FALLBACK,Missing entry,D1 TCR alpha chain,Homo sapiens,D1 TCR alpha chain
8V50,D,D,GO_FALLBACK,Missing entry,D1 TCR alpha chain,Homo sapiens,D1 TCR alpha chain
8V50,E,E,GO_FALLBACK,Missing entry,D1 TCR beta chain,Homo sapiens,D1 TCR beta chain
8V51,D,D,GO_FALLBACK,Missing entry,D1 TCR alpha chain,Homo sapiens,D1 TCR alpha chain
8V51,E,E,GO_FALLBACK,Missing entry,D1 TCR beta chain,Homo sapiens,D1 TCR beta chain
8VR9,E,E,GO_FALLBACK,Missing entry,R023 Fab heavy chain,Homo sapiens,R023 Fab heavy chain
8VR9,D,D,GO_FALLBACK,Missing entry,R023 Fab light chain,Homo sapiens,R023 Fab light chain
8VRA,D,D,GO_FALLBACK,Missing entry,R023 Fab light chain,Homo sapiens,R023 Fab light chain
8VRA,E,E,GO_FALLBACK,Missing entry,R023 Fab heavy chain,Homo sapiens,R023 Fab heavy chain
8VRB,D,D,GO_FALLBACK,Missing entry,R023 Fab light chain,Homo sapiens,R023 Fab light chain
8VRB,E,E,GO_FALLBACK,Missing entry,R023 Fab heavy chain,Homo sapiens,R023 Fab heavy chain
8RLT,D,D,GO_FALLBACK,Missing entry,"T cell receptor alpha variable 12-2,T cell receptor alpha chain MC.7.G5",Homo sapiens,"T cell receptor alpha variable 12-2,T cell receptor alpha chain MC.7.G5"
8YE4,D,G,GO_FALLBACK,Missing entry,TCR NYN-I alpha chain,Homo sapiens,TCR NYN-I alpha chain
8RLT,E,E,GO_FALLBACK,Missing entry,"T cell receptor beta variable 6-5,T cell receptor beta chain MC.7.G5",Homo sapiens,"T cell receptor beta variable 6-5,T cell receptor beta chain MC.7.G5"
8YE4,E,H,GO_FALLBACK,Missing entry,TCR NYN-I beta chain,Homo sapiens,TCR NYN-I beta chain
8RLU,E,E,GO_FALLBACK,Missing entry,"T cell receptor beta variable 6-5,T cell receptor beta chain MC.7.G5",Homo sapiens,"T cell receptor beta variable 6-5,T cell receptor beta chain MC.7.G5"
8RLU,D,D,GO_FALLBACK,Missing entry,"T cell receptor alpha variable 12-2,T cell receptor alpha chain MC.7.G5",Homo sapiens,"T cell receptor alpha variable 12-2,T cell receptor alpha chain MC.7.G5"
8RLV,D,D,GO_FALLBACK,Missing entry,"T cell receptor alpha variable 12-2,T cell receptor alpha chain MC.7.G5",Homo sapiens,"T cell receptor alpha variable 12-2,T cell receptor alpha chain MC.7.G5"
8RLV,E,E,GO_FALLBACK,Missing entry,"T cell receptor beta variable 6-5,T cell receptor beta chain MC.7.G5",Homo sapiens,"T cell receptor beta variable 6-5,T cell receptor beta chain MC.7.G5"
8TM0,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
8TM2,B,A,P26718,KLRK1,NKG2-D type II integral membrane protein,Homo sapiens,KLRK1
8TMU,C,C-2,P43627,KIR2DL2,Killer cell immunoglobulin-like receptor 2DL2,Homo sapiens,KIR2DL2
8ZOX,C,D,GO_FALLBACK,Missing entry,Y-50 TCR alpha,Homo sapiens,Y-50 TCR alpha
8ZOX,D,E,GO_FALLBACK,Missing entry,Y-50 TCR beta,Homo sapiens,Y-50 TCR beta
9BTX,D,H,GO_FALLBACK,Missing entry,Human TCR TRBV6-1_BETA,Homo sapiens,Human TCR TRBV6-1_BETA
9BTX,C,G,GO_FALLBACK,Missing entry,Human TCR TRAV1-2_ALPHA,Homo sapiens,Human TCR TRAV1-2_ALPHA
9BTY,C,G,GO_FALLBACK,Missing entry,Human TCR TRAV1-2_ALPHA,Homo sapiens,Human TCR TRAV1-2_ALPHA
8Y6X,D,E,P0DTU4,TRB,T cell receptor beta chain MC.7.G5,Homo sapiens,TRB
8Y6X,C,D,P01848,TRAC,T cell receptor alpha chain constant,Homo sapiens,TRAC
9BTY,D,H,GO_FALLBACK,Missing entry,Human TCR TRBV6-1_BETA,Homo sapiens,Human TCR TRBV6-1_BETA
9BTZ,C,G,GO_FALLBACK,Missing entry,Human TCR TRAV1-2_ALPHA,Homo sapiens,Human TCR TRAV1-2_ALPHA
9BTZ,D,H,GO_FALLBACK,Missing entry,Human TCR TRBV6-1_BETA,Homo sapiens,Human TCR TRBV6-1_BETA
9BU0,C,G,GO_FALLBACK,Missing entry,Human TCR TRAV1-2_ALPHA,Homo sapiens,Human TCR TRAV1-2_ALPHA
9BU0,D,H,GO_FALLBACK,Missing entry,Human TCR TRBV6-1_BETA,Homo sapiens,Human TCR TRBV6-1_BETA
9BYS,B,AAAB,GO_FALLBACK,Missing entry,TCR beta chain,Homo sapiens,TCR beta chain
9BYS,C,AAAC,GO_FALLBACK,Missing entry,TCR alpha chain,Homo sapiens,TCR alpha chain
8YIV,E,E,P0DTU4,TRB,T cell receptor beta chain MC.7.G5,Homo sapiens,TRB
8YIV,D,D,P01848,TRAC,T cell receptor alpha chain constant,Homo sapiens,TRAC
9C42,D,H,GO_FALLBACK,Missing entry,MAIT T-cell receptor beta chain,Homo sapiens,MAIT T-cell receptor beta chain
8YJ2,D,D,P01848,TRAC,T cell receptor alpha chain constant,Homo sapiens,TRAC
8YJ2,E,E,P0DTU4,TRB,T cell receptor beta chain MC.7.G5,Homo sapiens,TRB
9C9D,D,E,GO_FALLBACK,Missing entry,T cell receptor beta variable 6-1,Homo sapiens,T cell receptor beta variable 6-1
9C9D,C,D,GO_FALLBACK,Missing entry,T Cell Receptor Alpha Variable 1-2,Homo sapiens,T Cell Receptor Alpha Variable 1-2
