id,UMAP1,UMAP2,umap_input,umap_neighbors,umap_min_dist,umap_spread,umap_repulsion_strength,random_state,source,pdb_id,gene_name,mapped_class,mapped_superclass,mhc_bound_state
6bxp,4.910218,13.623419,precomputed,8,0.8,1.0,1.0,42,pdb,6BXP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8fu4,6.73617,0.123554274,precomputed,8,0.8,1.0,1.0,42,pdb,8FU4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8u9g,6.4040484,3.0254066,precomputed,8,0.8,1.0,1.0,42,pdb,8U9G,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bxn,3.7911365,13.196424,precomputed,8,0.8,1.0,1.0,42,pdb,3BXN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5men,3.6957455,2.5904455,precomputed,8,0.8,1.0,1.0,42,pdb,5MEN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6trn,6.158193,-0.79420143,precomputed,8,0.8,1.0,1.0,42,pdb,6TRN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6o9c,1.556927,4.7613297,precomputed,8,0.8,1.0,1.0,42,pdb,6O9C,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vfv,-1.6592683,13.706246,precomputed,8,0.8,1.0,1.0,42,pdb,3VFV,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bh8,3.334376,4.9602475,precomputed,8,0.8,1.0,1.0,42,pdb,3BH8,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8yzz,12.6646805,6.2353354,precomputed,8,0.8,1.0,1.0,42,pdb,8YZZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1i1f,5.667673,6.0840564,precomputed,8,0.8,1.0,1.0,42,pdb,1I1F,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5wmn,0.74735755,9.120095,precomputed,8,0.8,1.0,1.0,42,pdb,5WMN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8tbv,7.461996,5.560046,precomputed,8,0.8,1.0,1.0,42,pdb,8TBV,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7wt5,8.847339,6.863008,precomputed,8,0.8,1.0,1.0,42,pdb,7WT5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3d39,3.511539,2.074454,precomputed,8,0.8,1.0,1.0,42,pdb,3D39,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6ss9,3.6122508,1.5530392,precomputed,8,0.8,1.0,1.0,42,pdb,6SS9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7l1c,1.8715521,5.007862,precomputed,8,0.8,1.0,1.0,42,pdb,7L1C,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8emg,-0.9403469,16.629087,precomputed,8,0.8,1.0,1.0,42,pdb,8EMG,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5v5m,4.449787,13.503771,precomputed,8,0.8,1.0,1.0,42,pdb,5V5M,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
1s9w,8.518162,4.524236,precomputed,8,0.8,1.0,1.0,42,pdb,1S9W,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5iro,4.612055,5.1815233,precomputed,8,0.8,1.0,1.0,42,pdb,5IRO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6v2p,4.323456,13.222371,precomputed,8,0.8,1.0,1.0,42,pdb,6V2P,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7rrg,8.6280775,2.0996916,precomputed,8,0.8,1.0,1.0,42,pdb,7RRG,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5n6b,3.6548202,1.3770086,precomputed,8,0.8,1.0,1.0,42,pdb,5N6B,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3ln5,0.7027901,12.176427,precomputed,8,0.8,1.0,1.0,42,pdb,3LN5,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vma,4.653565,3.675548,precomputed,8,0.8,1.0,1.0,42,pdb,6VMA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7wzz,3.8344398,11.507324,precomputed,8,0.8,1.0,1.0,42,pdb,7WZZ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7rm4,3.8876994,3.3647263,precomputed,8,0.8,1.0,1.0,42,pdb,7RM4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2av1,7.6904573,5.647507,precomputed,8,0.8,1.0,1.0,42,pdb,2AV1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8yzr,12.674459,6.4597273,precomputed,8,0.8,1.0,1.0,42,pdb,8YZR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8eo8,1.29213,14.3156595,precomputed,8,0.8,1.0,1.0,42,pdb,8EO8,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3gsx,5.6361356,-2.1287189,precomputed,8,0.8,1.0,1.0,42,pdb,3GSX,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7dzn,0.8659283,8.942049,precomputed,8,0.8,1.0,1.0,42,pdb,7DZN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3l3k,7.1178317,12.737346,precomputed,8,0.8,1.0,1.0,42,pdb,3L3K,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4u6y,9.941777,-1.4944017,precomputed,8,0.8,1.0,1.0,42,pdb,4U6Y,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8es9,6.306207,1.5684634,precomputed,8,0.8,1.0,1.0,42,pdb,8ES9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5t6w,4.3075423,13.59678,precomputed,8,0.8,1.0,1.0,42,pdb,5T6W,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c0b,4.815586,0.8246424,precomputed,8,0.8,1.0,1.0,42,pdb,5C0B,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6vb0,2.1722627,13.214384,precomputed,8,0.8,1.0,1.0,42,pdb,6VB0,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8e2z,-2.7255635,9.880953,precomputed,8,0.8,1.0,1.0,42,pdb,8E2Z,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2guo,4.7282777,4.1671886,precomputed,8,0.8,1.0,1.0,42,pdb,2GUO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4u1i,0.18480231,10.262176,precomputed,8,0.8,1.0,1.0,42,pdb,4U1I,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3uts,6.8472214,2.7577946,precomputed,8,0.8,1.0,1.0,42,pdb,3UTS,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
9bl5,10.280926,7.7899504,precomputed,8,0.8,1.0,1.0,42,pdb,9BL5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5ieh,3.4107234,13.169652,precomputed,8,0.8,1.0,1.0,42,pdb,5IEH,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4uq3,6.3091335,3.112585,precomputed,8,0.8,1.0,1.0,42,pdb,4UQ3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5wxc,10.791031,5.8027005,precomputed,8,0.8,1.0,1.0,42,pdb,5WXC,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6jtn,2.118774,11.313819,precomputed,8,0.8,1.0,1.0,42,pdb,6JTN,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
7srk,7.769257,6.93024,precomputed,8,0.8,1.0,1.0,42,pdb,7SRK,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-L
9sko,7.02493,0.56070435,precomputed,8,0.8,1.0,1.0,42,pdb,9SKO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mr9,5.50518,-2.048174,precomputed,8,0.8,1.0,1.0,42,pdb,3MR9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3hcv,6.4577603,16.828876,precomputed,8,0.8,1.0,1.0,42,pdb,3HCV,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
1oga,6.266512,5.4838486,precomputed,8,0.8,1.0,1.0,42,pdb,1OGA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6d2t,4.6074905,14.339371,precomputed,8,0.8,1.0,1.0,42,pdb,6D2T,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6pbh,7.547099,1.0690049,precomputed,8,0.8,1.0,1.0,42,pdb,6PBH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8es8,5.917828,1.3287492,precomputed,8,0.8,1.0,1.0,42,pdb,8ES8,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1b0g,6.4858165,5.7789373,precomputed,8,0.8,1.0,1.0,42,pdb,1B0G,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7rzj,0.71487296,7.2775903,precomputed,8,0.8,1.0,1.0,42,pdb,7RZJ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6mtl,7.5846915,13.070496,precomputed,8,0.8,1.0,1.0,42,pdb,6MTL,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7wt3,9.0281515,6.554216,precomputed,8,0.8,1.0,1.0,42,pdb,7WT3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1b0r,6.565229,4.4855175,precomputed,8,0.8,1.0,1.0,42,pdb,1B0R,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4l29,7.12632,3.8971283,precomputed,8,0.8,1.0,1.0,42,pdb,4L29,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3gsq,5.8729424,-1.7861869,precomputed,8,0.8,1.0,1.0,42,pdb,3GSQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vb7,-0.51972526,12.469771,precomputed,8,0.8,1.0,1.0,42,pdb,6VB7,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2gtw,4.100744,5.7551026,precomputed,8,0.8,1.0,1.0,42,pdb,2GTW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9obf,7.6246166,2.0142384,precomputed,8,0.8,1.0,1.0,42,pdb,9OBF,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrc,9.441022,-1.6278293,precomputed,8,0.8,1.0,1.0,42,pdb,3MRC,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7n6d,1.103787,0.8654911,precomputed,8,0.8,1.0,1.0,42,pdb,7N6D,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3pwj,6.7571454,5.2481294,precomputed,8,0.8,1.0,1.0,42,pdb,3PWJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6ewc,5.035533,4.9070315,precomputed,8,0.8,1.0,1.0,42,pdb,6EWC,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3kpo,7.5099616,13.8614025,precomputed,8,0.8,1.0,1.0,42,pdb,3KPO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7kgr,6.0837083,-1.5887803,precomputed,8,0.8,1.0,1.0,42,pdb,7KGR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4e5x,6.7443748,5.7555456,precomputed,8,0.8,1.0,1.0,42,pdb,4E5X,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1agf,-0.5243424,8.884184,precomputed,8,0.8,1.0,1.0,42,pdb,1AGF,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
1agd,-0.97712415,9.0612,precomputed,8,0.8,1.0,1.0,42,pdb,1AGD,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4jrx,1.1520334,13.729959,precomputed,8,0.8,1.0,1.0,42,pdb,4JRX,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3i6g,3.280699,2.4379892,precomputed,8,0.8,1.0,1.0,42,pdb,3I6G,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3gsr,6.48218,-1.7024974,precomputed,8,0.8,1.0,1.0,42,pdb,3GSR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6bj2,5.105552,12.39705,precomputed,8,0.8,1.0,1.0,42,pdb,6BJ2,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3gsu,6.019832,-1.8799067,precomputed,8,0.8,1.0,1.0,42,pdb,3GSU,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4i4w,2.9710817,2.2033043,precomputed,8,0.8,1.0,1.0,42,pdb,4I4W,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7ndu,14.688297,21.490482,precomputed,8,0.8,1.0,1.0,42,pdb,7NDU,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-BL
5eu4,6.8322344,0.0014117651,precomputed,8,0.8,1.0,1.0,42,pdb,5EU4,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8rji,11.165951,5.795561,precomputed,8,0.8,1.0,1.0,42,pdb,8RJI,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c09,5.010088,0.20125146,precomputed,8,0.8,1.0,1.0,42,pdb,5C09,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3mrj,6.8881526,-0.91065174,precomputed,8,0.8,1.0,1.0,42,pdb,3MRJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1ao7,3.857746,0.7726396,precomputed,8,0.8,1.0,1.0,42,pdb,1AO7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7sih,-0.28033137,14.094857,precomputed,8,0.8,1.0,1.0,42,pdb,7SIH,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3hae,7.0363417,2.1004462,precomputed,8,0.8,1.0,1.0,42,pdb,3HAE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3h7b,6.704433,4.6902537,precomputed,8,0.8,1.0,1.0,42,pdb,3H7B,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9j4v,2.5991888,7.6371775,precomputed,8,0.8,1.0,1.0,42,pdb,9J4V,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6uzn,0.36784,12.762311,precomputed,8,0.8,1.0,1.0,42,pdb,6UZN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7q98,4.032467,2.0190501,precomputed,8,0.8,1.0,1.0,42,pdb,7Q98,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7jyw,10.464732,4.7229176,precomputed,8,0.8,1.0,1.0,42,pdb,7JYW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1tvh,5.1709623,3.830112,precomputed,8,0.8,1.0,1.0,42,pdb,1TVH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bze,13.528475,23.200165,precomputed,8,0.8,1.0,1.0,42,pdb,3BZE,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
7ejn,10.477649,6.2568994,precomputed,8,0.8,1.0,1.0,42,pdb,7EJN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6uzs,-0.24385275,11.824819,precomputed,8,0.8,1.0,1.0,42,pdb,6UZS,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4ftv,3.6351175,1.3252674,precomputed,8,0.8,1.0,1.0,42,pdb,4FTV,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7u21,6.789074,2.9313998,precomputed,8,0.8,1.0,1.0,42,pdb,7U21,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vm7,6.2510095,-0.7438274,precomputed,8,0.8,1.0,1.0,42,pdb,6VM7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6v3j,10.687236,11.662427,precomputed,8,0.8,1.0,1.0,42,pdb,6V3J,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1qr1,5.207571,5.8476987,precomputed,8,0.8,1.0,1.0,42,pdb,1QR1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6tdp,4.7632165,-1.7702172,precomputed,8,0.8,1.0,1.0,42,pdb,6TDP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7q9a,3.4729178,4.120626,precomputed,8,0.8,1.0,1.0,42,pdb,7Q9A,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5ddh,5.547067,-0.27087894,precomputed,8,0.8,1.0,1.0,42,pdb,5DDH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5nmf,6.2307253,-0.2580883,precomputed,8,0.8,1.0,1.0,42,pdb,5NMF,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6z9v,2.2328212,0.8357265,precomputed,8,0.8,1.0,1.0,42,pdb,6Z9V,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
22ee,8.075299,0.2576078,precomputed,8,0.8,1.0,1.0,42,pdb,22EE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2av7,7.748236,5.798515,precomputed,8,0.8,1.0,1.0,42,pdb,2AV7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vri,3.9676838,14.845141,precomputed,8,0.8,1.0,1.0,42,pdb,3VRI,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7nmg,12.077894,6.0249915,precomputed,8,0.8,1.0,1.0,42,pdb,7NMG,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7n1f,3.4034216,2.5579953,precomputed,8,0.8,1.0,1.0,42,pdb,7N1F,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6pyv,7.8939223,16.106058,precomputed,8,0.8,1.0,1.0,42,pdb,6PYV,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8emk,-0.9983485,15.552702,precomputed,8,0.8,1.0,1.0,42,pdb,8EMK,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8ek5,11.706904,5.153599,precomputed,8,0.8,1.0,1.0,42,pdb,8EK5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7m8t,10.593942,3.7474124,precomputed,8,0.8,1.0,1.0,42,pdb,7M8T,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6d2r,4.3595476,13.982329,precomputed,8,0.8,1.0,1.0,42,pdb,6D2R,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2bnr,7.0303135,3.4162726,precomputed,8,0.8,1.0,1.0,42,pdb,2BNR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7q9b,4.193966,-0.50373334,precomputed,8,0.8,1.0,1.0,42,pdb,7Q9B,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3mrh,7.7191653,-1.4196113,precomputed,8,0.8,1.0,1.0,42,pdb,3MRH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vfs,-1.4903227,13.548756,precomputed,8,0.8,1.0,1.0,42,pdb,3VFS,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9eiq,4.400106,13.108404,precomputed,8,0.8,1.0,1.0,42,pdb,9EIQ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vb6,-0.30858907,12.551174,precomputed,8,0.8,1.0,1.0,42,pdb,6VB6,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6ujo,5.909571,4.8167605,precomputed,8,0.8,1.0,1.0,42,pdb,6UJO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4u1l,1.6121364,7.683404,precomputed,8,0.8,1.0,1.0,42,pdb,4U1L,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2bck,10.023012,5.842218,precomputed,8,0.8,1.0,1.0,42,pdb,2BCK,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2rfx,4.6160445,13.737035,precomputed,8,0.8,1.0,1.0,42,pdb,2RFX,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3l3j,7.3746033,13.713805,precomputed,8,0.8,1.0,1.0,42,pdb,3L3J,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4gks,2.2470856,0.74090576,precomputed,8,0.8,1.0,1.0,42,pdb,4GKS,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5eot,8.010658,2.0369945,precomputed,8,0.8,1.0,1.0,42,pdb,5EOT,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6iex,0.20935671,11.176925,precomputed,8,0.8,1.0,1.0,42,pdb,6IEX,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4qrs,-3.4117649,10.00795,precomputed,8,0.8,1.0,1.0,42,pdb,4QRS,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3kyn,3.8048267,9.588914,precomputed,8,0.8,1.0,1.0,42,pdb,3KYN,HLA-G,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
6uj9,1.4433981,9.363937,precomputed,8,0.8,1.0,1.0,42,pdb,6UJ9,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7mj8,7.568289,0.08623653,precomputed,8,0.8,1.0,1.0,42,pdb,7MJ8,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7qpj,6.685004,4.5193896,precomputed,8,0.8,1.0,1.0,42,pdb,7QPJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1age,-0.9653623,8.850012,precomputed,8,0.8,1.0,1.0,42,pdb,1AGE,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4hwz,8.159269,0.9450755,precomputed,8,0.8,1.0,1.0,42,pdb,4HWZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5euo,6.118456,5.0741253,precomputed,8,0.8,1.0,1.0,42,pdb,5EUO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3kpp,6.552534,13.786363,precomputed,8,0.8,1.0,1.0,42,pdb,3KPP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3ft3,8.883522,-1.7523208,precomputed,8,0.8,1.0,1.0,42,pdb,3FT3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5n1y,6.11619,0.33001179,precomputed,8,0.8,1.0,1.0,42,pdb,5N1Y,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7n2o,7.2399397,18.71947,precomputed,8,0.8,1.0,1.0,42,pdb,7N2O,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
4mji,5.4632874,12.313392,precomputed,8,0.8,1.0,1.0,42,pdb,4MJI,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1i7u,5.7572255,5.8059664,precomputed,8,0.8,1.0,1.0,42,pdb,1I7U,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8sbl,11.628828,6.035932,precomputed,8,0.8,1.0,1.0,42,pdb,8SBL,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7sif,-0.51523453,14.721154,precomputed,8,0.8,1.0,1.0,42,pdb,7SIF,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5mep,6.058653,0.9071501,precomputed,8,0.8,1.0,1.0,42,pdb,5MEP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bhb,9.803207,-0.06465759,precomputed,8,0.8,1.0,1.0,42,pdb,3BHB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8rnh,2.3094356,13.699013,precomputed,8,0.8,1.0,1.0,42,pdb,8RNH,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6ss7,4.103428,1.4306027,precomputed,8,0.8,1.0,1.0,42,pdb,6SS7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6p2f,-0.48459682,10.398935,precomputed,8,0.8,1.0,1.0,42,pdb,6P2F,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5fa3,8.757347,1.5479157,precomputed,8,0.8,1.0,1.0,42,pdb,5FA3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8udr,5.6745834,-0.1721297,precomputed,8,0.8,1.0,1.0,42,pdb,8UDR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3lko,-0.3781818,15.599761,precomputed,8,0.8,1.0,1.0,42,pdb,3LKO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6uzp,0.14254004,12.005439,precomputed,8,0.8,1.0,1.0,42,pdb,6UZP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3hg1,3.2891433,3.6374657,precomputed,8,0.8,1.0,1.0,42,pdb,3HG1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7sr5,4.5188274,3.9589057,precomputed,8,0.8,1.0,1.0,42,pdb,7SR5,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-L
3rl1,9.516392,3.1740794,precomputed,8,0.8,1.0,1.0,42,pdb,3RL1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2hjl,3.213643,15.367074,precomputed,8,0.8,1.0,1.0,42,pdb,2HJL,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9yzh,7.7128787,2.4649274,precomputed,8,0.8,1.0,1.0,42,pdb,9YZH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrg,5.3167944,-1.3141242,precomputed,8,0.8,1.0,1.0,42,pdb,3MRG,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4nny,6.8027167,0.63699174,precomputed,8,0.8,1.0,1.0,42,pdb,4NNY,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vxm,9.37093,4.6836424,precomputed,8,0.8,1.0,1.0,42,pdb,3VXM,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6xqa,11.559188,5.7208657,precomputed,8,0.8,1.0,1.0,42,pdb,6XQA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1i7r,6.248299,5.28989,precomputed,8,0.8,1.0,1.0,42,pdb,1I7R,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mv9,0.84851575,16.797895,precomputed,8,0.8,1.0,1.0,42,pdb,3MV9,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5c0e,9.11413,-0.07234902,precomputed,8,0.8,1.0,1.0,42,pdb,5C0E,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7su9,1.7930301,11.334066,precomputed,8,0.8,1.0,1.0,42,pdb,7SU9,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
5w67,2.9408545,12.123514,precomputed,8,0.8,1.0,1.0,42,pdb,5W67,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrp,4.670184,-1.2218649,precomputed,8,0.8,1.0,1.0,42,pdb,3MRP,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c0f,9.396735,-0.20542234,precomputed,8,0.8,1.0,1.0,42,pdb,5C0F,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vb5,-0.22750701,12.368453,precomputed,8,0.8,1.0,1.0,42,pdb,6VB5,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4jry,1.6579556,13.79925,precomputed,8,0.8,1.0,1.0,42,pdb,4JRY,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
